0.0000000	0.00000000	0.0000000	5.87E+02	0.00000000	0.00000000	0.00000000	0.00000000	0	0
0.0000753	0.044215 0.044231 0.0003 0.0000	0.0001000	587.5900000	0.00000000	0.00000000	0.00000000	0.00000000	0	0
0.0003012	0.17685000	0.1769900	587.7500000	0.00510000	0.00000000	0.00200000	0.00000000	0	0
0.0006776	0.39789000	0.3981600	587.3100000	0.02580000	0.00000000	0.00970000	-0.00010000	0	0
0.0012045	0.70730000	0.7075000	586.8000000	0.08110000	0.00000000	0.02860000	-0.00040000	-0.0001	0
0.0018819	1.10500000	1.1046000	585.7600000	0.19680000	0.00010000	0.06360000	-0.00140000	-0.0002	0
0.0027095	1.59100000	1.5886000	583.5500000	0.40480000	0.00060000	0.11820000	-0.00430000	-0.0005	0
0.0036874	2.16520000	2.1573000	579.1000000	0.73980000	0.00160000	0.19290000	-0.01080000	-0.0008	0
0.0048153	2.82750000	2.8061000	570.8400000	1.23210000	0.00400000	0.28590000	-0.02370000	-0.0013	0
0.0060930	3.57780000	3.5272000	556.9700000	1.89570000	0.00840000	0.39310000	-0.04590000	-0.0019	0
0.0075205	4.41600000	4.3078000	535.9200000	2.71570000	0.01580000	0.50970000	-0.08020000	-0.0027	0
0.0090974	5.34190000	5.1307000	506.9200000	3.64280000	0.02720000	0.63090000	-0.12790000	-0.0036	0
0.0108230	6.35550000	5.9748000	470.4300000	4.60140000	0.04340000	0.75330000	-0.18810000	-0.0046	0.0001
0.0126990	7.45650000	6.8174000	428.1400000	5.50790000	0.06530000	0.87450000	-0.25810000	-0.0056	0.0002
0.0147220	8.64490000	7.6375000	382.5600000	6.29150000	0.09310000	0.99290000	-0.33350000	-0.0062	0.0003
0.0168950	9.92040000	8.4177000	336.3900000	6.90730000	0.12730000	1.10740000	-0.40990000	-0.0062	0.0004
0.0192150	11.28300000	9.1455000	291.9700000	7.33900000	0.16750000	1.21660000	-0.48330000	-0.0055	0.0005
0.0216830	12.73200000	9.8142000	250.9900000	7.59400000	0.21360000	1.31930000	-0.55070000	-0.0039	0.0007
0.0242980	14.26800000	10.4210000	214.3900000	7.69430000	0.26460000	1.41400000	-0.61050000	-0.0014	0.0008
0.0270600	15.89000000	10.9680000	182.5100000	7.66840000	0.31970000	1.49970000	-0.66210000	0.0017	0.0009
0.0299690	17.59700000	11.4580000	155.2400000	7.54560000	0.37780000	1.57580000	-0.70560000	0.0052	0.001
0.0330240	19.39100000	11.8950000	132.2000000	7.35290000	0.43750000	1.64210000	-0.74170000	0.0087	0.001
0.0362240	21.27000000	12.2870000	112.9000000	7.11320000	0.49780000	1.69860000	-0.77120000	0.0122	0.001
0.0395690	23.23500000	12.6360000	96.8520000	6.84480000	0.55750000	1.74600000	-0.79500000	0.0157	0.001
0.0430600	25.28400000	12.9500000	83.5500000	6.56190000	0.61560000	1.78500000	-0.81380000	0.0189	0.0009
0.0466940	27.41800000	13.2330000	72.5210000	6.27630000	0.67120000	1.81670000	-0.82860000	0.0214	0.0008
0.0504720	29.63700000	13.4890000	63.3560000	5.99660000	0.72380000	1.84170000	-0.84010000	0.0231	0.0008
0.0543930	31.93900000	13.7220000	55.7280000	5.72820000	0.77280000	1.86090000	-0.84890000	0.0239	0.0008
0.0584560	34.32500000	13.9350000	49.3730000	5.47460000	0.81800000	1.87460000	-0.85540000	0.0241	0.0008
0.0626610	36.79400000	14.1310000	44.0630000	5.23760000	0.85910000	1.88330000	-0.85990000	0.0239	0.0008
0.0670070	39.34600000	14.3130000	39.6000000	5.01830000	0.89610000	1.88740000	-0.86280000	0.0234	0.0008
0.0714940	41.98100000	14.4820000	35.8400000	4.81660000	0.92900000	1.88730000	-0.86430000	0.0229	0.0008
0.0761200	44.69800000	14.6400000	32.6830000	4.63180000	0.95790000	1.88370000	-0.86470000	0.0225	0.0009
0.0808860	47.49600000	14.7890000	30.0440000	4.46250000	0.98300000	1.87700000	-0.86390000	0.022	0.001
0.0857900	50.37600000	14.9310000	27.8160000	4.30760000	1.00460000	1.86770000	-0.86220000	0.0211	0.001
0.0908320	53.33600000	15.0660000	25.9140000	4.16620000	1.02280000	1.85610000	-0.85970000	0.0197	0.001
0.0960110	56.37700000	15.1960000	24.2800000	4.03710000	1.03800000	1.84310000	-0.85660000	0.0177	0.001
0.1013300	59.49800000	15.3210000	22.8600000	3.91940000	1.05030000	1.82900000	-0.85320000	0.0154	0.0009
0.1067800	62.69800000	15.4420000	21.6080000	3.81250000	1.05990000	1.81400000	-0.84960000	0.0132	0.0007
0.1123600	65.97700000	15.5600000	20.5050000	3.71580000	1.06710000	1.79790000	-0.84590000	0.0112	0.0006
0.1180800	69.33500000	15.6740000	19.5440000	3.62830000	1.07220000	1.78030000	-0.84200000	0.0098	0.0004
0.1239300	72.77100000	15.7860000	18.7070000	3.54860000	1.07550000	1.76140000	-0.83760000	0.0083	0.0002
0.1299100	76.28400000	15.8960000	17.9650000	3.47530000	1.07730000	1.74180000	-0.83280000	0.0068	0
0.1360300	79.87400000	16.0030000	17.3010000	3.40710000	1.07780000	1.72240000	-0.82770000	0.0059	-0.0002
0.1422700	83.54100000	16.1100000	16.6870000	3.34360000	1.07690000	1.70330000	-0.82220000	0.0057	-0.0005
0.1486400	87.28300000	16.2140000	16.1070000	3.28450000	1.07470000	1.68460000	-0.81650000	0.0059	-0.0007
0.1551500	91.10100000	16.3170000	15.5450000	3.22910000	1.07150000	1.66600000	-0.81040000	0.0062	-0.0007
0.1617800	94.99400000	16.4180000	15.0050000	3.17730000	1.06730000	1.64700000	-0.80410000	0.0065	-0.0006
0.1685300	98.96000000	16.5180000	14.5040000	3.12870000	1.06250000	1.62800000	-0.79750000	0.0066	-0.0004
0.1754100	103.00000000	16.6160000	14.0320000	3.08320000	1.05690000	1.60900000	-0.79070000	0.0062	-0.0001
0.1824200	107.11000000	16.7130000	13.5890000	3.04070000	1.05090000	1.58960000	-0.78390000	0.0058	0.0002
0.1895400	111.30000000	16.8080000	13.1750000	3.00080000	1.04450000	1.57030000	-0.77710000	0.0054	0.0006
0.1967900	115.56000000	16.9020000	12.8000000	2.96260000	1.03780000	1.55190000	-0.77020000	0.0048	0.001
0.2041600	119.88000000	16.9950000	12.4650000	2.92550000	1.03110000	1.53420000	-0.76300000	0.0042	0.0014
0.2116500	124.28000000	17.0870000	12.1470000	2.88940000	1.02430000	1.51700000	-0.75550000	0.0038	0.0017
0.2192600	128.75000000	17.1790000	11.8220000	2.85500000	1.01720000	1.50010000	-0.74800000	0.0035	0.0021
0.2269900	133.29000000	17.2690000	11.5050000	2.82160000	1.00980000	1.48330000	-0.74060000	0.0037	0.0025
0.2348300	137.89000000	17.3580000	11.2140000	2.78850000	1.00200000	1.46630000	-0.73310000	0.0045	0.0029
0.2427900	142.57000000	17.4460000	10.9440000	2.75530000	0.99380000	1.44860000	-0.72560000	0.0057	0.003
0.2508600	147.31000000	17.5330000	10.6800000	2.72180000	0.98540000	1.43010000	-0.71800000	0.0069	0.0033
0.2590500	152.11000000	17.6200000	10.4160000	2.68850000	0.97690000	1.41170000	-0.71030000	0.0078	0.0035
0.2673500	156.98000000	17.7050000	10.1660000	2.65540000	0.96820000	1.39380000	-0.70240000	0.0084	0.0036
0.2757500	161.92000000	17.7890000	9.9349000	2.62230000	0.95940000	1.37660000	-0.69430000	0.0089	0.0036
0.2842700	166.92000000	17.8730000	9.7201000	2.58930000	0.95050000	1.35950000	-0.68600000	0.0093	0.0035
0.2928900	171.99000000	17.9560000	9.5271000	2.55680000	0.94150000	1.34170000	-0.67750000	0.0096	0.0034
0.30162000	177.11000000	18.0380	9.3516	2.52420000	0.93260000	1.32340000	-0.66900000	0.0097	0.0034
0.31046000	182.30000000	18.1200	9.1735	2.49110000	0.92360000	1.30520000	-0.66030000	0.0097	0.0035
0.31940000	187.55000000	18.2020	8.9930	2.45770000	0.91460000	1.28760000	-0.65160000	0.0096	0.0038
0.32844000	192.86000000	18.2820	8.8148	2.42410000	0.90540000	1.27040000	-0.64290000	0.0097	0.0041
0.33758000	198.23000000	18.3620	8.6554	2.39020000	0.89630000	1.25320000	-0.63420000	0.0097	0.0044
0.34683000	203.65000000	18.4410	8.5138	2.35620000	0.88710000	1.23590000	-0.62540000	0.0089	0.0047
